comment,label
"그리고 지금부터 들어가게 되시면 본인 명의 계좌는 금융그룹 금융거래 이용정지되실 텐데 금융거래 이용정리되시면? 저희 수사 기간 동안 짧게는 칠 일, 길게는 3 개월동안 이용정지될 거예요 인지 하셨나요? 당하면은 그쪽에서 인출되는 돈은 어떻게 매달 공과금이나 이런거빠져나가는 거예요 제가 지금 말씀드릴게요 지금 정지되시면 본인의 생활에 불편한 점이 있으실 텐데 이럴 경우는 예금자보호법은 신청하실 수 있고요 예금자보호법 같은 경우는 그 금액법상 오백만원 이 만원 보호 대상안 되세요 본인현재 보유 자산이 오백 만원 이상되시나요 그렇죠 그런 보유 중인 자금에 대해서 해당 금융사와 대략적인 금액진술해주시고요 제가 저희 정보 팀의 수사 요청할 때 같이 넘겨드릴 거예요 그러시고 부동자금유동자금 나눠서 얘기를 해주세요 그게 무슨 지금 저희가 예금자보호법 신청해 드릴건데 예금자보호법 같은 경우는 오백 만원 이 만원 신청이 안 되시고요 오백만원 이상이에요 오백만원 이상을 신청이 되시는 지금 유동자금은 지금 씨가 인출가능 하신있잖아요 잠시 잠시만요 안녕하세요 여기 서울지방경찰청인데요 혹시 본인 아니신가요 어디에요? 소수소속 밖에 보세요
저도 연락달했는데 통화 가능하십니까
단순한 상황 때문에 연락 드린 건 아니고요",0
"혹시 최근 사이에 신분증 면허증끝난 걸 분실하거나 타인에게 양도하신 적이 있으십니까? 
그럼 요즘 각 은행이나 카드사에서 개인정보 유출이 많이 됐는데요",0
"저희가 이천십오년 칠월 구일에 불법 도박근무사기단 일당을 일부 검거했습니다 
검거 현장에서 명의로 되어 부산은행 통장이 발견되었고요",0
"마지막으로, 공부하시던 중에 저희는 부산고등검찰청에서 연락을 드리는데요",0
김나영 수사관입니다,0
"이렇게 직접적으로 안내를 드리는 게 필요한데, 혹시 부담스러우신가요?",0
여보세요,0
전화하셨습니다 성함하고 부여 마저 사건문을 좀 말씀해주시겠어요,0
"뭐야, 이 공리로 줘서",0
맞으시고,0
제 이름도 하나 메모하시고,0
예,0
예,0
보니까 이제 인지하고 계신만큼,0
그렇죠,0
뭐냐면 이제 보게 되면 실질적으로 좀 가담이 되게 되면서 본인들이 명의 에 대해서 뭐 대가를 받고 판매하신 분들도 있고 통장계산하는데 좀 직접적으로 도움을 좀 내용들을 가지고 있는 분들이 있기 때문에 연락을 드린 부분인데 이게 보게 되면은 연고지가 좀 불분명하시고 어떠한 수익 같은 부분에서 일정 하자 많으신 분들여러분 어린 학생들이라든가 주부들이라든가 많이 관련이 됐어요,0
그래서 제가 이제 저희 수상을 통해서 연락을 드렸던 부분인데 저희가 확인해야 되는 부분이 이제 그런 내용들이 있는지 아니면은 본인도 모르는 사이에 노출이 되셔가지고 명의가 도용되신 부분이 있는 건지 이런 부분을 좀 확인을 할 거예요,0
저희가 지금 저희 쪽에 우리 시나 국민이런거 다 보니까 이용하는 거 말씀을 해주셨잖아요 이 내용에 대해서 저희 쪽에서 진술해주신 내용 이유를 좀 정확하게 알고 있어요,0
지금 말씀드린 거제 상황을 말했던 이유예요,0
그렇죠,0
그렇죠,0
계좌추적을 하게 되면은 제가 일단 기본적인 일 년 육 개월에서 이 년 정도 되는 어떤 거래내역 같은 부분을 열어서 확인을 좀 할 거예요,0
이 과정에서 이제 앞서 말씀드린 것처럼 내용처럼 께서 모르시는 그런 부분발견될 수도 있고 그죠,0
그러니까 이 차피 같은 게 발생할 수 있는 부분이 있기 때문에 확인을 할 거고 또 이제 본인 자금에 대해서 소득에 의해서 합법적인 자금인지에 대한 내용을 저희가 확인을 할 거예요,0
이해되시겠죠 그렇게 되시게 되면은 본인이 피해자혐의로 이 사건에서 종교를 하시는 부분인 거고 차후에 본인께서 이제 이용됐던 명의 이 부분에 대해서 어떤 피해보상그런걸 원하시면 저희가 또 이제 식당들에 대해서 보수하는 부분은 저희가 좀 해드릴 수 있는 부분이 생기시는 거고 앞서 이제 구매자들에게 피해 받게 되면서 발생되었던 고소고발건에 대해서도 저희가 당연히 다 취하가 되시는 부분이 생기실 거예요,0
이해되시죠 저희가 뭐 아무렇게나 확인하고 진행되는 부분이 아니고 실질적으로 이행되는 이용되는 부분에서 제가 이제 안전하다고 판단되는 한계계좌도 신고 절차를 받을 거예요,0
그런데 아시다시피 뭐 미래이라든가 이런 증권 내용들있잖아요,0
원래 이제 약간 같은거 보시게 되면 원금원금에 대해서 손해볼 수 있는 내용은 있으시잖아요,0
그죠? 그렇기 때문에 이거는 뭐 손해를 보게 된다 하더라도 저희가 아말그대로 원금에 대한 걸 확인할 방법도 없고 그래요,0
들리네요,0
"지금 잠시만요, 제가 바로 통화드릴게요 잠시만요",0
농협의 청약에 삼천만원 있어요,0
본인빼갈 수 있어요,0
자금 저는 못가죠 잘 할 수 있어요,0
못가죠 이런 식으로요,0
의원님께서 당할 때는요 계좌보나 기자의 비밀번호를 물어봐요,0
이러한 것들을 이렇게 물어보지 않아요,0
보니 너무 영화나 또는 뉴스로 접해보시는 사건들이요 내용이 공개가 되지 않지 않습니까? 왜 하시는 분들이 많아요,0
서울중앙지검 에서요 발부하기 전에 소환 발또 한창 발부하기 전에 등기발부하기 전에 는요 항상 3 에 연락을 취해요 따로 경찰도 방문할 것 는 것만 보고 그러면요,0
제가 보니 한테 도와드리면 잖아요,0
그 부분 소환장 받아보시고 따로 조사받으세요 저희가 도와드릴 테니까 그 부분만 일단 오늘 받는 것은 그런 고소장 받는 것은 그냥 그럼 제가 읽어 보는 거예요,0
아니에요,0
고소고발건 이제 출석소환장 이기 때문에 출석을 하셔야 돼요,0
받으실 거예요,0
오늘 내 방불가능하시죠 가능하긴 한데 가능 하시면요 오늘 하고 내일 지금 최종 조사 좀 받으실 거고요,0
나중에 뭐 조사를 하는 과정에서 뭐 최종호가 계속적으로 우기게 되면 만약에 통장을 진짜로 형도 밀말을 줬다 거기서 만나지 않았냐 이런 식으로 계속 거짓 진술을 할 거에요,0
그러면 잘 대처를 해야 될 거 아니에요,0
근데 여성분들 잘 대처를 못하세요,0
제가 조치를 해드린다면 이제 만날 일은 없죠,0
범죄자들하고 본인이 이제 출석요구하기 전에요,0
잡아들이기 전에 통신 기록 전부 다 조회를 했어요,0
혐의점이 없는데통장이 사건 현장에서 발견됐다 보니까 이게 법적 에서는 이제 증거 물품들을 요구해요,0
지금 현재 본인이 그런데 본인이 피해자라는 증거물품어디 있어요,0
없죠,0
그거를 지금 녹취를 해서 증거목품들을 확보를 하는 거예요,0
저희가 일단은 본인께서는 현금 이백 만원 받으신 적이 있어요,0
이백 만원 통장으로 받은 것이 아니라 직접적으로 현금으로 받아 보신 적이 없어요,0
직접 만나서 그리고 본인명으로 압수가 되어 있는 하나은행과 국민들법인통장안에는요 약 팔천이백 만원의 불법 자금 예측을 맺이 있습니다,0
그런데 간혹 잃어버리셔서 유출이 되시는 경우도 있거든요,0
최근 삼 년 사이에 신분증이나 또는 개인정보가 담긴 물건을 분실하시거나 도난당하시죠 있거든요,0
있고요,0
비밀번호걸어놓으셨어요,0
요즘 이제 온라인으로 핸드폰 연결돼 가지고 그리고 통장도 그냥 일본에 하는 게 아니고 이제 따로 일본으로 걸어놓고 했는데 그게 어떻게 될지 몰라 가지고 혹시나 하고 지금 드리는 거예요,0
체크카드 많이 잃어버리셨네,0
근데 하나카드는 잃어버리게 없고 국민가득 신용카드아닌가요 국민카드 우리은행우리은행카드 신용카드 안 쓰는데 학생이어서 신용카드 발급이 안 되더라고요,0
카드란 말이죠,0
우리은행카드 체크카드 분실하셨는데 이때 사용된 금액이 있었어요,0
없었어요,0
없었어요,0
은행권자주 강말 안 하실 것 같은데 학생분이라서 많이 없을 거예요,0
그런데 그러니까 에서 안내 음성한번이라도 최근에 들어보셨어요 이런 현상이 있어요,0
항구시켰다고 하더라도요 이미 빠져 거나 개인정보들은 복구 할 수 없습니다,0
은행 요구를 해서 변경 하시던지 일단은 이거 외에는 전부다 없으시죠 다른 것들은 그리고 이번 사건 제가 말씀해드렸다시피 본인뿐만 아니라 팔백 분이 연료가 되어 있어요,0
몇몇 분들을 고소고발당하신 분들도 있고요,0
보니 처럼 그냥 명에만 도움당하신 분들이 있으세요,0
근데 본인이 특별 케이스에요 고소고발것도 나이에 나이 감안해서 받으신 거 보니까 왜냐하면 학생분들이 정확하게 제작 권들을 잘 개인정보나 이런 것들을 잘 보호하지 않아서 이제 악용이 많이 돼요,0
분들 중에는 몇몇 소수 는 생활과 힘들어서 일정 금액을 받고 고의적으로 총장을 양도하시는 분들이 있다고 고지해드렸어요,0
본인께서는 실질적으로 없으시죠,0
본인께서 양도하셨던지 아니면 판매를 하셨든지 안 하셨더라도,0
어떻게 보시게 되면 범죄자신분에 가까운 신분이시라고 본인은 그런데 지금은 저희가 피의자범죄자라고 호칭하고 있는 것 같이 아니라 참고인이라고 호칭하고 있어요,0
중립적인 이자 아직 혐의점이 완벽하게 발견되지 않 으신 분들 저희가 피해자 입증을 시켜드릴 거예요,0
본 도 포함이에요,0
이거는 그런데 피해자시켜야 되려면 증거물품들이 있어야 되죠,0
증거부분들제가 녹취를 한다고 했어요,0
근데 지금 조금 잡음이 조금 섞여요 녹취가 이뤄질 때는요 법원에 틀자료예요 뭐 녹취를 받는 도중에 위증 한다거나 공범으로 간주돼요 가중처벌및 발부가 될 수도 있고요,0
녹취중에 주의 잡음이 너무 많이 섞인 다거나 제 삼자의 목소리가 섞인 다거나 대화를 하실 수가 없습니다,0
왜냐하면 법정에서는 본인육성많이 증거자료 영도예요 네 조용한 공간에서 이제 조금 전화를 받으실 거예요,0
지금 학교 시죠 작이셨어요 보니 아버님이나 어머님지금 현재 계세요,0
"어머니, 어머니 또 어머님목소리도 저희가 육성만원을 어머니다 아니다 판단할 수 없죠",0
그렇기 때문에 방에 들어가서 잠깐만 녹지를 받을게요 어머니한테 발설하시면 또 안 돼요,0
또 본인이 그렇다고 해서 이번 사건이에요 아직 해결되기 쉬운 게 아니기 때문에 어머니가 보호자라는게요 법 안에서는요 변호사이제 말씀을 해주시는 거예요,0
그냥 이번 사건 조금 발설하지 마시고 조금 조용한 공간에서 이제 통화상태만 유지하실게요 방으로 가셨어요,0
밤이 셨어요 혹시라도 어머니께서 통화하고 있는 중에 녹취중에 누구랑 동안 이러면서 방문을 연다면 돌아하실래요 뭐라 하실거에요 지금 와서 지금 김수사관하고 통하고 있다고 했고요,0
그건 뭐라 그래요,0
잠시 중요한 통화하고 있다,0
학교 선배라 이렇게 말씀하실 거예요,0
그리고 저희가 나중에 공무장과 함께 어머님해결해 드릴 거예요,0
해명그 전까지는 항구에 하실 거예요,0
안 가는데 그렇게까지 해야 될지 모르겠거든요,0
왜 그런지 모르겠다,0
만약에 어머니지인 분들중에 은행사 직원이나 카드가 대부업체 직원이 한 두 분은 있을 거예요,0
"은행사 직원도 마찬가지로 어머니께서 내 딸이 이러한 전화를 받았는데 이러한 조사 받고 있냐, 없냐, 그쪽은행을 무사하냐 구사하지 않냐 이런 식으로 이제 대화하실 거예요",0
그냥 장난식으로,0
만약에 그 사람들이 다른 타인은행사 직원한테 발사를 했어요,0
본인처럼 개인정보를 가지고 있는 사람이지만 본인처럼 본인은 뭐 자산이 많이 있는지 없는지 몰라요,0
그런데 자산이 많으신 분들이 지난 사람 피해를 입을 수가 있어요,0
그런 점 때문에 항구를 해달라는 거예요,0
그리고 저희가 문서 같은거나 또는 저희가 해명해드린다고 하잖아요,0
저희가 그 전까지 항구해달라는 거에요,0
그리고 지지적으로 지금 막 하실 건데 그때는 아실 거 아니에요,0
그전까지 항구해달라는 거예요,0
저희가 문서 받아보시기 전까지 빨리 해주세요,0
어디 나가시는데요 지금 나갈 거거든요,0
알겠어요,0
사건 번호 일체 조사하나 부 공공둘 채성호 명의도로를 닦고 녹취를 시작하도록 하겠습니다,0
이 사건에 대해서 수사관은 또는 공공기관에서는요 개인정보보호법에 의거본인의,0
주민등록번호 은행권의 계좌번호기자의 비밀로 비밀번호이러한 개인정보들은 물어보지 않아요,0
보는 물어보니까 본인 맞으시죠 빨리 진행하라고 했으니까 빨리 시면 할게요,0
현재 어떤 일에 종사하고 게 주시면 종사기간은,0
어느 정도 되시니까 본 학생이시니까 어디 학교에 재학 중인 계신 것만 진술하시면 돼요,0
학생 인데 그건 수학적 이고요,0
정확한지는 한 시간 한 삼년 학생 마시고 극장이에요,0
네,0
극장에 다 해봐요,0
극장어떤 알바가 어떻게 근무가지고 되겠습니까? 지금 이 년이 넘었어요,0
들어갔어요,0
사대보험 들어가셨어요,0
이거랑 은 별개일 거예요,0
보님 맞으시죠,0
그러니까 얼마 정도 소액을 때 실 거예요,0
본인께서는 최근 불법 도박사이트 가입 또는 이용하신적 중고나라나 중고나라에서 어떠한 물건을 판매하시거나 또는 구매하신 적 전역하게 없어요,0
토토 에서는 이제 본인 명의로 된 통장하나은행통장이 거액의 충전또는,0
말씀하세요,0
"본인혹시 주변 지인들중에 고향이 전라도 광주고요 올해 나이 마흔두살 은행 직원이었던 박성재 라고 아시는 분 계십니까? 그런 부분인데요 본인모르시는 분이신가요 근데 저희가 여쭤본 이유가 박성제를 얼마 전에 수사 과에서 검거를 했는데 더라고요 서울중앙지검 이고요 수사일 팀에 이 좋은 수사관입니다 통화하시힘드십니까
뭐야? 출신지가 전라도 광주 출신이고요 감사합니다",0
개 금융사의 통장이 그가 한 번씩 압수해서 결과가 드렸어요,0
압수된 두부의 통장이 불법적인 대포통장으로 드셨다는 얘기 하셨고요,0
그런데 선생님 그걸 모르지,0
제가 통장이 본인께서 계속 일자가 올해 이천십칠 년 이천십칠 년 이에요,0
본인이 모르시는 통증이 맞습니까? 누가 없어요? 그분도 아는 사람이 아니고 뭐로 불려주셨다는 게 아니고요,0
이거 서류가 있나? 제가 저번에 이거 신고 하려고 한번 뽑아봤는데,0
사실 보냈나? 그러니까 뭐냐면 네이버 중고나라라는 인터넷 가 있어요,0
그러니까 뭐냐면 본인 명의의 아이디라던가 이러한 내용이 중요한게 아니고 어떠한 특정 물건을 저렴하게 판매하겠다는 목적으로 해서 등록이 되어 있었는데 피해자 분들이 그 물건을 구입을 하시겠어요? 제사장들입금하셨습니다 물건을 받지 못하고 계속 시해를 지나 버리시니까 피해자 분들이 불안감에 있어 가지고 활을 걸어놓은 사건인데 지금 현재 이 사건 내용에 대해서 본인 명의의 이 현재 농협보내고 하나하나에 두부의 통장이 법적인 속에 입금으로 사용이 됐습니다,0
이해가 되십니까? 그러니까 쉽게 본인이 가해자이시냐 피해자이신 내용을 하신 건데 일단 일차적으로 저희 검찰에서 본인한테 통장을 판매했습니까 얼마나 받고 판매를 했나요? 이런 식으로 유도질문을 드리거나 가해자로 몰고가기 위해서 제가 드린 게 아니고요,0
어느 정도는 피해자분이라고 보고 있긴 한데 본인이 백프로 피해자 다라고 저희가 입증을 해드릴 수 있을 만한 증거 자료가 저희 검찰측의 없으셨기 때문에 제가 이거를 확인하기 위해서 보니까 몇 가지 질문을 드렸던 겁니다,0
그리고 제가 잠시 노출을 진행을 하면서 이 전반부렸던 질문들을 형식의 맞게끔 다시 한번 질문을 좀 드릴 겁니다,0
근데 노출여러 같은 경우는 법원 측에서 본인의 피해자 인증이 되실 거기 때문에 보장이 전화는 동안에 뭐 이런 거 같습니다 라고 가정하지 말아주시고요 모르신다고 하셔도 되니까 명확하게 만 답변하시면 답변하시면 됩니다,0
이해가 되십니까? 네,0
혹시 메모가 좀 가능 하시겠습니까? 준비되시면 말씀 좀 부탁드릴게요,0
말씀해주세요,0
여기는 서울 남부 지방검찰청이고요 남부 지방검찰청간혹 가다 헷갈리는데 경찰청이 아니고 검찰청입니다 검찰 예,0
그리고 제 소속은 첨단범죄수사부에 소속이 되어 있습니다,0
1 천만 원대의 첨단 첨단범죄수사부? 예,0
라고 같이 메모를 해 주시겠습니까? 생각개인정보본인의 인권을 침해를 받았을 때 신고센터 네,0
계셨으면 님께서 녹취를 좀 진행을 할 건데 원활한 진행을 위해서 한 가지 좀 해드리자면,0
마늘의 경우에 십구 세 이상의 제 삼 자 분이 계시다고 하시면서 본인께서 제 삼 자 분의 음성이 녹취가 되지 않으시게끔 를 좀 부탁드리고요,0
"그리고 그 저랑 노출시는 동안에 지금 말씀하셨던 것처럼 이라던가 음악, 라디오 이렇게 제 삼 자 분의 음성으로 오해가 있는 말한 음성은 잠시 좀 부탁드리겠습니다",0
그렇죠,0
할테니까 협조 부탁드릴게요,0
"예, 수고하십니다",0
달라서 본인은 전라도 광주 출신이 사십 대 남성인 김성호 라는 사람에 대해서 알고 계십니까? 전혀 모르는 사람이 십니까,0
알겠습니다,0
그렇다면 본인께서 혹시 최근 지내면 사이에 본인의 개인적 모델이 들어있어 만한 물건들지갑신분증여권 같은 것을 분실하셨다던가? 아니면 은행권에서 본인의 개인정보가 이 되었다라고 따로 통보를 받아 보신 적이 있으셨습니까? 이 두 가지 도 한 차례도 셨습니까,0
알겠습니다,0
